Lido staking APR(instant),Lido staking APR(ma_30),Lido staking APR(ma_7),protocol APR(ma_7),protocol_apr,time
3.8714171494747784,3.7562035437309644,3.8674368200951923,4.2971520223279835,4.301574610527531,2023-11-11 12:25:59.000 UTC
4.620399337465682,3.739664564293817,3.8346043545160384,4.260671505017813,5.1337770416285355,2023-11-10 12:23:11.000 UTC
3.8827997161146044,3.696254463420116,3.6904087771985346,4.100454196887253,4.314221906794005,2023-11-09 12:25:47.000 UTC
3.8529871626945433,3.6772692328581638,3.6954264317657226,4.106029368628573,4.2810968474383815,2023-11-08 12:21:23.000 UTC
3.6869247085521453,3.657382783758124,3.6955418040170467,4.106157560018933,4.096583009502384,2023-11-07 12:22:11.000 UTC
3.7098196868894138,3.6451684715736703,3.7292078957519648,4.1435643286132855,4.122021874321571,2023-11-06 12:22:59.000 UTC
3.4477099794751496,3.634047085208059,3.6951761839916393,4.105751315546258,3.8307888660834992,2023-11-05 12:22:47.000 UTC
3.641589890420703,3.631491165508093,3.689777194217769,4.099752438019735,4.046210989356337,2023-11-04 12:22:23.000 UTC
3.611030296243154,3.62556696958855,3.7953208046302866,4.217023116255866,4.012255884714615,2023-11-03 12:27:35.000 UTC
3.9179232980849217,3.6285720071138483,3.8290319876514842,4.254479986279419,4.353248108983246,2023-11-02 12:22:11.000 UTC
3.8537947684538096,3.631062070985233,3.8386716516623904,4.265190724069315,4.281994187170899,2023-11-01 12:22:35.000 UTC
3.92258735069657,3.6266655763974405,3.8075116000263476,4.230568444473712,4.358430389662855,2023-10-31 12:22:59.000 UTC
3.4715977045671393,3.60921997830715,3.8474553255250776,4.274950361694523,3.857330782852377,2023-10-30 12:21:59.000 UTC
3.4099170510580543,3.611286147310788,3.860201334872855,4.289112594303165,3.788796723397838,2023-10-29 12:22:11.000 UTC
4.380395163308328,3.616112888859751,3.8585868266716097,4.2873186963017815,4.867105737009253,2023-10-28 12:23:11.000 UTC
3.847008577391536,3.5893239327764204,3.7638315342439577,4.182035038048835,4.274453974879484,2023-10-27 12:25:23.000 UTC
3.9854009461612647,3.5832064167314988,3.751320669020275,4.168134076689188,4.428223273512517,2023-10-26 12:24:23.000 UTC
3.635674407001509,3.5786886626622096,3.6750379234573805,4.0833754705081935,4.039638230001676,2023-10-25 12:23:23.000 UTC
4.20219342918768,3.569904943585422,3.7914272819310164,4.2126969799233445,4.669103810208534,2023-10-24 12:23:23.000 UTC
3.560819770001584,3.5449797303633006,3.7541343358588946,4.171260373176543,3.9564664111128707,2023-10-23 12:22:11.000 UTC
3.3986154936493387,3.539767285112192,3.729952991278084,4.144392212531198,3.776239437388154,2023-10-22 12:23:23.000 UTC
3.7171081163147623,3.547808948716115,3.697358846645011,4.108176496272228,4.130120129238625,2023-10-21 12:25:11.000 UTC
3.759432520825761,3.550021613082499,3.655253549657494,4.061392832952763,4.177147245361956,2023-10-20 12:22:23.000 UTC
3.4514217272210006,3.551889937760205,3.6141371125566444,4.015707902840709,3.834913030245556,2023-10-19 12:25:59.000 UTC
4.450399916316963,3.5620694474036867,3.6032551181479806,4.003616797942194,4.944888795907736,2023-10-18 12:22:47.000 UTC
3.941142806682829,3.530755118094696,3.4414974602819393,3.823886066979925,4.379047562980921,2023-10-17 12:22:59.000 UTC
