date,timestamp,FR_open,FR_close,FR_high,FR_low,perp_exchange,perp_symbol
2022-03-09,1646784000,0.006853,0.01,0.01,-0.006936,Binance,BTCUSDT
2022-03-10,1646870400,0.01,-0.009927,0.01,-0.017799,Binance,BTCUSDT
2022-03-11,1646956800,-0.009927,-0.000294,0.01,-0.009927,Binance,BTCUSDT
2022-03-12,1647043200,-0.000294,-0.005898,0.003531,-0.007367,Binance,BTCUSDT
2022-03-13,1647129600,-0.005898,-0.007886,0.01,-0.013272,Binance,BTCUSDT
2022-03-14,1647216000,-0.007886,0.00574,0.01,-0.011593,Binance,BTCUSDT
2022-03-15,1647302400,0.00574,0.01,0.01,0.001158,Binance,BTCUSDT
2022-03-16,1647388800,0.01,0.01,0.01,0.003235,Binance,BTCUSDT
2022-03-17,1647475200,0.01,0.01,0.01,0.01,Binance,BTCUSDT
2022-03-18,1647561600,0.01,0.01,0.01,-0.002127,Binance,BTCUSDT
2022-03-19,1647648000,0.01,0.01,0.01,0.008047,Binance,BTCUSDT
2022-03-20,1647734400,0.01,0.01,0.01,0.007321,Binance,BTCUSDT
2022-03-21,1647820800,0.01,0.01,0.01,-0.006496,Binance,BTCUSDT
2022-03-22,1647907200,0.01,0.01,0.01,0.001398,Binance,BTCUSDT
2022-03-23,1647993600,0.01,0.001614,0.01,-0.001177,Binance,BTCUSDT
2022-03-24,1648080000,0.001614,0.000667,0.01,-0.005943,Binance,BTCUSDT
2022-03-25,1648166400,0.000667,0.009789,0.01,-0.00193,Binance,BTCUSDT
2022-03-26,1648252800,0.009789,-0.008296,0.01,-0.00838,Binance,BTCUSDT
2022-03-27,1648339200,-0.008296,0.01,0.01,-0.009966,Binance,BTCUSDT
2022-03-28,1648425600,0.01,0.01,0.01,0.005443,Binance,BTCUSDT
2022-03-29,1648512000,0.01,0.01,0.01,0.009162,Binance,BTCUSDT
2022-03-30,1648598400,0.01,0.01,0.01,0.01,Binance,BTCUSDT
2022-03-31,1648684800,0.01,0.01,0.01,0.01,Binance,BTCUSDT
2022-04-01,1648771200,0.01,0.01,0.01,-0.00169,Binance,BTCUSDT
2022-04-02,1648857600,0.01,0.01,0.01,0.01,Binance,BTCUSDT
2022-04-03,1648944000,0.01,0.01,0.01,0.01,Binance,BTCUSDT
2022-04-04,1649030400,0.01,0.01,0.01,0.01,Binance,BTCUSDT
2022-04-05,1649116800,0.01,0.009922,0.01,0.000915,Binance,BTCUSDT
2022-04-06,1649203200,0.009922,0.01,0.01,0.005095,Binance,BTCUSDT
2022-04-07,1649289600,0.01,0.004294,0.01,0.001112,Binance,BTCUSDT
2022-04-08,1649376000,0.004294,0.01,0.01,0.004294,Binance,BTCUSDT
2022-04-09,1649462400,0.01,0.002753,0.01,0.002573,Binance,BTCUSDT
2022-04-10,1649548800,0.002753,0.000262,0.01,-0.002646,Binance,BTCUSDT
2022-04-11,1649635200,0.000262,-0.006796,0.01,-0.006796,Binance,BTCUSDT
2022-04-12,1649721600,-0.006796,-0.001636,0.01,-0.01328,Binance,BTCUSDT
2022-04-13,1649808000,-0.001636,0.005001,0.00765,-0.010565,Binance,BTCUSDT
2022-04-14,1649894400,0.005001,-0.013216,0.009921,-0.013291,Binance,BTCUSDT
2022-04-15,1649980800,-0.013216,0.002282,0.008818,-0.0167,Binance,BTCUSDT
2022-04-16,1650067200,0.002282,0.000711,0.01,-0.002605,Binance,BTCUSDT
2022-04-17,1650153600,0.000711,-0.003119,0.01,-0.003119,Binance,BTCUSDT
2022-04-18,1650240000,-0.003119,0.01,0.01,-0.018347,Binance,BTCUSDT
2022-04-19,1650326400,0.01,0.009478,0.01,-0.005779,Binance,BTCUSDT
2022-04-20,1650412800,0.009478,0.000277,0.01,-0.005242,Binance,BTCUSDT
2022-04-21,1650499200,0.000277,0.003177,0.01,-0.010178,Binance,BTCUSDT
