date,timestamp,SP_open,SP_close,SP_high,SP_low,SP_vol,spot_exchange,spot_symbol
2020-06-29,1593388800,9116.16,9192.56,9238.0,9024.67,384206326.4707,Binance,BTCUSDT
2020-06-30,1593475200,9192.93,9138.55,9205.0,9064.89,287781334.517,Binance,BTCUSDT
2020-07-01,1593561600,9138.08,9232.0,9292.0,9080.1,354087627.1697,Binance,BTCUSDT
2020-07-02,1593648000,9231.99,9086.54,9261.96,8940.0,417724468.8874,Binance,BTCUSDT
2020-07-03,1593734400,9086.54,9058.26,9125.0,9037.47,263123750.4672,Binance,BTCUSDT
2020-07-04,1593820800,9057.79,9135.46,9190.0,9040.04,240576054.9157,Binance,BTCUSDT
2020-07-05,1593907200,9135.0,9069.41,9145.24,8893.03,308410443.6592,Binance,BTCUSDT
2020-07-06,1593993600,9069.41,9344.2,9375.0,9055.92,502548376.2095,Binance,BTCUSDT
2020-07-07,1594080000,9342.47,9257.39,9379.42,9203.0,320576525.3553,Binance,BTCUSDT
2020-07-08,1594166400,9257.4,9436.06,9470.0,9231.0,525344876.6999,Binance,BTCUSDT
2020-07-09,1594252800,9436.06,9232.43,9440.79,9160.0,447640493.5443,Binance,BTCUSDT
2020-07-10,1594339200,9232.42,9288.34,9317.48,9125.0,352238898.7695,Binance,BTCUSDT
2020-07-11,1594425600,9288.34,9234.03,9299.28,9178.25,208410250.5096,Binance,BTCUSDT
2020-07-12,1594512000,9234.02,9302.75,9345.0,9157.5,285591381.4915,Binance,BTCUSDT
2020-07-13,1594598400,9303.31,9242.62,9343.82,9200.89,396614086.7963,Binance,BTCUSDT
2020-07-14,1594684800,9242.61,9255.85,9279.54,9113.0,421789086.4549,Binance,BTCUSDT
2020-07-15,1594771200,9255.85,9197.6,9276.49,9160.57,360201683.4948,Binance,BTCUSDT
2020-07-16,1594857600,9197.6,9133.72,9226.15,9047.25,395883667.0248,Binance,BTCUSDT
2020-07-17,1594944000,9133.72,9154.32,9186.83,9089.81,256360345.5768,Binance,BTCUSDT
2020-07-18,1595030400,9154.31,9170.28,9219.3,9121.1,206628105.3628,Binance,BTCUSDT
2020-07-19,1595116800,9170.3,9208.99,9232.27,9101.35,238521988.0313,Binance,BTCUSDT
2020-07-20,1595203200,9208.99,9160.78,9221.52,9131.0,325297289.2727,Binance,BTCUSDT
2020-07-21,1595289600,9160.78,9390.0,9437.73,9152.8,563360524.7994,Binance,BTCUSDT
2020-07-22,1595376000,9390.0,9518.16,9544.0,9261.0,457776105.6156,Binance,BTCUSDT
